qid,text,seeds,status,reject_reason
gen_83_1,How often have you reported episodes of disorientation or confusion during sleep?,"[""Under pressure, I stay focused and think clearly."", ""During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?"", ""During the past month, how long (in minutes) has it usually taken you to fall asleep each night?"", ""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""How often do you feel that you have to worry that you have to take care of yourself?""]",kept,
gen_83_2,"Over the past month, how often have you reported disorientation during sleep?","[""Under pressure, I stay focused and think clearly."", ""During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?"", ""During the past month, how long (in minutes) has it usually taken you to fall asleep each night?"", ""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""How often do you feel that you have to worry that you have to take care of yourself?""]",kept,
gen_83_3,I have to worry that I have to worry about myself.,"[""Under pressure, I stay focused and think clearly."", ""During the past month, how often has your bed partner or room mate reported long pauses between breaths while asleep?"", ""During the past month, how long (in minutes) has it usually taken you to fall asleep each night?"", ""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""How often do you feel that you have to worry that you have to take care of yourself?""]",kept,
gen_84_0,Have you noticed your coping mechanisms in the past week have changed drastically?,"[""I am unhappy doing so many things alone"", ""No one really knows me well"", ""Having to cope with stress can make me stronger."", ""During the past month, how often have you had trouble sleeping because you cough or snore loudly?"", ""My coping mechanisms have changed dramatically in the past few weeks.""]",kept,
gen_84_1,I am happy that everyone was kind enough to let me stay alone,"[""I am unhappy doing so many things alone"", ""No one really knows me well"", ""Having to cope with stress can make me stronger."", ""During the past month, how often have you had trouble sleeping because you cough or snore loudly?"", ""My coping mechanisms have changed dramatically in the past few weeks.""]",kept,
gen_85_0,Are you often worry that you have to take care of yourself?,"[""It is difficult for me to make friends"", ""During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?"", ""Things will not work out the way I want them to in the future."", ""I am able to adapt when changes occur."", ""Do you often worry that you have to take care of yourself?""]",kept,
gen_85_1,Do you often worry you have to take care of yourself?,"[""It is difficult for me to make friends"", ""During the past month, how often have you had trouble sleeping because you wake up in the middle of the night or early morning?"", ""Things will not work out the way I want them to in the future."", ""I am able to adapt when changes occur."", ""Do you often worry that you have to take care of yourself?""]",kept,
gen_86_0,Do you feel happy if you have a positive outlook on life?,"[""During the past month, how often have you had trouble sleeping because you have bad dreams?"", ""I work to attain goals."", ""How often do you feel angry?"", ""I find myself waiting for people to call or write"", ""Do you feel well-being if you have a positive outlook on life?""]",kept,
gen_86_1,Do you feel happier if you have a positive outlook on life?,"[""During the past month, how often have you had trouble sleeping because you have bad dreams?"", ""I work to attain goals."", ""How often do you feel angry?"", ""I find myself waiting for people to call or write"", ""Do you feel well-being if you have a positive outlook on life?""]",kept,
gen_87_0,"Compared to people I know, I feel pleased with the amount of intellectual stimulation I receive in my daily life.","[""Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life."", ""Compared to people I know, my past physical health has been excellent."", ""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""During the past month, how often have you had trouble sleeping because you cough or snore loudly?"", ""I am able to live life on my own and know that I can achieve my goals.""]",kept,
gen_87_1,I am pleased with the amount of intellectual stimulation I receive in my daily life.,"[""Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life."", ""Compared to people I know, my past physical health has been excellent."", ""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""During the past month, how often have you had trouble sleeping because you cough or snore loudly?"", ""I am able to live life on my own and know that I can achieve my goals.""]",kept,
gen_87_2,"I know that I can achieve my goals, but I'm able to live life on my own and know that I can achieve my goals.","[""Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life."", ""Compared to people I know, my past physical health has been excellent."", ""During the past month, how often has your bed partner or room mate reported episodes of disorientation or confusion during sleep?"", ""During the past month, how often have you had trouble sleeping because you cough or snore loudly?"", ""I am able to live life on my own and know that I can achieve my goals.""]",kept,
gen_88_0,I can relate to stress easily and can deal with it well.,"[""Under pressure, I stay focused and think clearly."", ""Things will not work out the way I want them to in the future."", ""Compared to people I know, my past physical health has been excellent."", ""I will always seek out activities that challenge me to think and reason."", ""How often do you have trouble coping with the stress that comes my way?""]",kept,
gen_88_1,Do you have trouble coping with the stress that comes my way?,"[""Under pressure, I stay focused and think clearly."", ""Things will not work out the way I want them to in the future."", ""Compared to people I know, my past physical health has been excellent."", ""I will always seek out activities that challenge me to think and reason."", ""How often do you have trouble coping with the stress that comes my way?""]",kept,
gen_89_0,I feel I think I have had too much of a life for myself lately.,"[""People would describe me as a giving person, willing to share my time with others."", ""I always look on the bright side of things."", ""To what extent do you feel excited and interested in things?"", ""During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?"", ""I feel a lot of self-worth when I feel this way.""]",kept,
gen_89_1,I believe that I am having some self-esteem issues and I feel a lot of self-worth.,"[""People would describe me as a giving person, willing to share my time with others."", ""I always look on the bright side of things."", ""To what extent do you feel excited and interested in things?"", ""During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?"", ""I feel a lot of self-worth when I feel this way.""]",kept,
gen_90_0,"I have a positive outlook on life and are good at eating, sleeping and exercising.","[""I gave up trying to make big improvements or changes in my life a long time ago."", ""In the past, I have felt sure of myself among strangers."", ""Sometimes fate or God helps me."", ""To what extent do you lead a purposeful and meaningful life?"", ""I had a good night's sleep but I had too much food.""]",kept,
gen_90_1,I feel good about myself with my feelings of self.,"[""I gave up trying to make big improvements or changes in my life a long time ago."", ""In the past, I have felt sure of myself among strangers."", ""Sometimes fate or God helps me."", ""To what extent do you lead a purposeful and meaningful life?"", ""I had a good night's sleep but I had too much food.""]",kept,
gen_91_0,I am enjoying my daily life as much as I am having intellectual stimulation.,"[""How often do you feel anxious?"", ""To what extent do you feel excited and interested in things?"", ""I sometimes feel as if I've done all there is to do in life."", ""During the past month, what time have you usually gotten up in the morning?"", ""I am pleased with the amount of intellectual stimulation I receive in my daily life.""]",kept,
gen_91_1,I feel as if I've done all there is to do in life.,"[""How often do you feel anxious?"", ""To what extent do you feel excited and interested in things?"", ""I sometimes feel as if I've done all there is to do in life."", ""During the past month, what time have you usually gotten up in the morning?"", ""I am pleased with the amount of intellectual stimulation I receive in my daily life.""]",kept,
gen_91_2,I am thrilled with the amount of intellectual stimulation I receive in my daily life.,"[""How often do you feel anxious?"", ""To what extent do you feel excited and interested in things?"", ""I sometimes feel as if I've done all there is to do in life."", ""During the past month, what time have you usually gotten up in the morning?"", ""I am pleased with the amount of intellectual stimulation I receive in my daily life.""]",kept,
gen_92_0,Are you happy that you have been able to take care of yourself.,"[""I am not easily discouraged by failure."", ""Members of my family come to me for support."", ""I take pride in my achievements."", ""People would describe me as a giving person, willing to share my time with others."", ""How often have you not been successful in taking care of yourself in the past month?""]",kept,
gen_92_1,How often have you been unsuccessful in taking care of yourself in the past month?,"[""I am not easily discouraged by failure."", ""Members of my family come to me for support."", ""I take pride in my achievements."", ""People would describe me as a giving person, willing to share my time with others."", ""How often have you not been successful in taking care of yourself in the past month?""]",kept,
gen_93_0,I feel lonely because of a lot of my problems.,"[""I think it is important to have new experiences that challenge how I think about myself and the world."", ""How would you say your health is?"", ""To what extent do you lead a purposeful and meaningful life?"", ""I feel isolated from others"", ""I’ve been through a lot of depression in the last few years.""]",kept,
gen_94_0,I have a vision that my focus is on happiness.,"[""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""I always look on the bright side of things."", ""Taking all things together, how happy would you say you are?"", ""In times of stress, I know where to find help."", ""How often do you have a vision that your focus is on happiness?""]",kept,
gen_94_1,How often do you think you are stressed and stressed out?,"[""During the past month, how often have you had trouble sleeping because you cannot get to sleep within 30 minutes?"", ""I always look on the bright side of things."", ""Taking all things together, how happy would you say you are?"", ""In times of stress, I know where to find help."", ""How often do you have a vision that your focus is on happiness?""]",kept,
gen_95_0,How does your sense of self reflect on the people in your life?,"[""I think it is important to have new experiences that challenge how I think about myself and the world."", ""Members of my family come to me for support."", ""How much of the time do you feel you are making progress towards accomplishing your goals?"", ""I feel left out"", ""Do you feel that you have the best of everything and your life?""]",kept,
gen_96_0,How often have you not been successful in taking care of yourself?,"[""During the past month, how often have you had trouble sleeping because you feel too cold?"", ""I try to see the humorous side of things when I am faced with problems."", ""I believe there is a real purpose for my life."", ""I am uncertain about my ability to do things well in the future."", ""How often have you not been successful in taking care of yourself in the past month?""]",kept,
gen_96_1,I have been a lapse in my focus on my goals and work.,"[""During the past month, how often have you had trouble sleeping because you feel too cold?"", ""I try to see the humorous side of things when I am faced with problems."", ""I believe there is a real purpose for my life."", ""I am uncertain about my ability to do things well in the future."", ""How often have you not been successful in taking care of yourself in the past month?""]",kept,
gen_96_2,How often have you been successful in taking care of yourself in the past month?,"[""During the past month, how often have you had trouble sleeping because you feel too cold?"", ""I try to see the humorous side of things when I am faced with problems."", ""I believe there is a real purpose for my life."", ""I am uncertain about my ability to do things well in the future."", ""How often have you not been successful in taking care of yourself in the past month?""]",kept,
gen_96_3,How often have you not taken care of yourself in the past month?,"[""During the past month, how often have you had trouble sleeping because you feel too cold?"", ""I try to see the humorous side of things when I am faced with problems."", ""I believe there is a real purpose for my life."", ""I am uncertain about my ability to do things well in the future."", ""How often have you not been successful in taking care of yourself in the past month?""]",kept,
gen_97_0,I have been working my way up into self-awareness and depression.,"[""During the past month, how often has your bed partner or room mate reported loud snoring?"", ""In the past, I have felt sure of myself among strangers."", ""To what extent do you feel loved?"", ""I think of myself as a strong person when dealing with life's challenges and difficulties."", ""How many hours have you been putting into your goals?""]",kept,
gen_97_1,I have been putting in enough hours lately to achieve goals.,"[""During the past month, how often has your bed partner or room mate reported loud snoring?"", ""In the past, I have felt sure of myself among strangers."", ""To what extent do you feel loved?"", ""I think of myself as a strong person when dealing with life's challenges and difficulties."", ""How many hours have you been putting into your goals?""]",kept,
gen_98_0,"Usually, I feel happy with the amount of intellectual stimulation I receive in my daily life.","[""Some people wander aimlessly through life, but I am not one of them."", ""I expect my physical health to get worse."", ""How often are you able to handle your responsibilities?"", ""Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life."", ""How often have you been worried that you have to take care of yourself?""]",kept,
gen_98_1,"Generally, I feel happy with the amount of intellectual stimulation I receive in my daily life.","[""Some people wander aimlessly through life, but I am not one of them."", ""I expect my physical health to get worse."", ""How often are you able to handle your responsibilities?"", ""Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life."", ""How often have you been worried that you have to take care of yourself?""]",kept,
gen_98_2,"Generally, I feel satisfied with the amount of intellectual stimulation I receive in my daily life.","[""Some people wander aimlessly through life, but I am not one of them."", ""I expect my physical health to get worse."", ""How often are you able to handle your responsibilities?"", ""Generally, I feel pleased with the amount of intellectual stimulation I receive in my daily life."", ""How often have you been worried that you have to take care of yourself?""]",kept,
gen_99_0,How often do you struggle with the stress that comes my way?,"[""During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?"", ""The demands of everyday life often get me down."", ""I am always optimistic about my future."", ""How would you say your health is?"", ""How often do you have trouble coping with the stress that comes my way?""]",kept,
gen_99_1,How often have you had difficulty coping with the stress that comes my way?,"[""During the past month, how often have you had trouble staying awake while driving, eating meals, or engaging in social activity?"", ""The demands of everyday life often get me down."", ""I am always optimistic about my future."", ""How would you say your health is?"", ""How often do you have trouble coping with the stress that comes my way?""]",kept,
