qid,text,answer,source
PWB_5,In many ways I feel disappointed about my achievements in life.2,Occupational,Human16
PWB_5,In many ways I feel disappointed about my achievements in life.2,Emotional,Human17
PWB_5,In many ways I feel disappointed about my achievements in life.2,Social,Human18
PWB_5,In many ways I feel disappointed about my achievements in life.2,Occupational,Human19
PWB_5,In many ways I feel disappointed about my achievements in life.2,Occupational,Human20
PWB_5,In many ways I feel disappointed about my achievements in life.2,Emotional,Human21
PWB_5,In many ways I feel disappointed about my achievements in life.2,Occupational,Human22
PWB_5,In many ways I feel disappointed about my achievements in life.2,Spiritual,Human23
PWB_5,In many ways I feel disappointed about my achievements in life.2,Emotional,Human24
PWB_5,In many ways I feel disappointed about my achievements in life.2,Spiritual,Human25
PWB_5,In many ways I feel disappointed about my achievements in life.2,Occupational,Human26
PWB_5,In many ways I feel disappointed about my achievements in life.2,Occupational,Human27
PWB_5,In many ways I feel disappointed about my achievements in life.2,Environmental,Human28
PWB_5,In many ways I feel disappointed about my achievements in life.3,Emotional,Human01
PWB_5,In many ways I feel disappointed about my achievements in life.3,Emotional,Human02
PWB_5,In many ways I feel disappointed about my achievements in life.3,Emotional,Human03
PWB_5,In many ways I feel disappointed about my achievements in life.3,Occupational,Human04
PWB_5,In many ways I feel disappointed about my achievements in life.3,Spiritual,Human05
PWB_5,In many ways I feel disappointed about my achievements in life.3,Occupational,Human06
PWB_5,In many ways I feel disappointed about my achievements in life.3,Emotional,Human07
PWB_5,In many ways I feel disappointed about my achievements in life.3,Occupational,Human08
PWB_5,In many ways I feel disappointed about my achievements in life.3,Emotional,Human09
PWB_5,In many ways I feel disappointed about my achievements in life.3,Occupational,Human10
PWB_5,In many ways I feel disappointed about my achievements in life.3,Occupational,Human11
PWB_5,In many ways I feel disappointed about my achievements in life.3,Emotional,Human12
PWB_5,In many ways I feel disappointed about my achievements in life.3,Emotional,Human13
PWB_5,In many ways I feel disappointed about my achievements in life.3,Intellectual,Human14
PWB_5,In many ways I feel disappointed about my achievements in life.3,Emotional,Human15
PWB_5,In many ways I feel disappointed about my achievements in life.3,Occupational,Human16
PWB_5,In many ways I feel disappointed about my achievements in life.3,Emotional,Human17
PWB_5,In many ways I feel disappointed about my achievements in life.3,Emotional,Human18
PWB_5,In many ways I feel disappointed about my achievements in life.3,Intellectual,Human19
PWB_5,In many ways I feel disappointed about my achievements in life.3,Occupational,Human20
PWB_5,In many ways I feel disappointed about my achievements in life.3,Emotional,Human21
PWB_5,In many ways I feel disappointed about my achievements in life.3,Occupational,Human22
PWB_5,In many ways I feel disappointed about my achievements in life.3,Spiritual,Human23
PWB_5,In many ways I feel disappointed about my achievements in life.3,Emotional,Human24
PWB_5,In many ways I feel disappointed about my achievements in life.3,Spiritual,Human25
PWB_5,In many ways I feel disappointed about my achievements in life.3,Occupational,Human26
PWB_5,In many ways I feel disappointed about my achievements in life.3,Occupational,Human27
PWB_5,In many ways I feel disappointed about my achievements in life.3,Emotional,Human28
PWB_5,In many ways I feel disappointed about my achievements in life.4,Emotional,Human01
PWB_5,In many ways I feel disappointed about my achievements in life.4,Emotional,Human02
PWB_5,In many ways I feel disappointed about my achievements in life.4,Emotional,Human03
PWB_5,In many ways I feel disappointed about my achievements in life.4,Occupational,Human04
PWB_5,In many ways I feel disappointed about my achievements in life.4,Spiritual,Human05
PWB_5,In many ways I feel disappointed about my achievements in life.4,Occupational,Human06
PWB_5,In many ways I feel disappointed about my achievements in life.4,Spiritual,Human07
PWB_5,In many ways I feel disappointed about my achievements in life.4,Occupational,Human08
PWB_5,In many ways I feel disappointed about my achievements in life.4,Occupational,Human09
PWB_5,In many ways I feel disappointed about my achievements in life.4,Occupational,Human10
PWB_5,In many ways I feel disappointed about my achievements in life.4,Occupational,Human11
PWB_5,In many ways I feel disappointed about my achievements in life.4,Emotional,Human12
PWB_5,In many ways I feel disappointed about my achievements in life.4,Intellectual,Human13
PWB_5,In many ways I feel disappointed about my achievements in life.4,Intellectual,Human14
PWB_5,In many ways I feel disappointed about my achievements in life.4,Emotional,Human15
PWB_5,In many ways I feel disappointed about my achievements in life.4,Occupational,Human16
PWB_5,In many ways I feel disappointed about my achievements in life.4,Spiritual,Human17
PWB_5,In many ways I feel disappointed about my achievements in life.4,Environmental,Human18
PWB_5,In many ways I feel disappointed about my achievements in life.4,Occupational,Human19
PWB_5,In many ways I feel disappointed about my achievements in life.4,Occupational,Human20
PWB_5,In many ways I feel disappointed about my achievements in life.4,Emotional,Human21
PWB_5,In many ways I feel disappointed about my achievements in life.4,Occupational,Human22
PWB_5,In many ways I feel disappointed about my achievements in life.4,Occupational,Human23
PWB_5,In many ways I feel disappointed about my achievements in life.4,Emotional,Human24
PWB_5,In many ways I feel disappointed about my achievements in life.4,Emotional,Human25
PWB_5,In many ways I feel disappointed about my achievements in life.4,Occupational,Human26
PWB_5,In many ways I feel disappointed about my achievements in life.4,Occupational,Human27
PWB_5,In many ways I feel disappointed about my achievements in life.4,Environmental,Human28
PWB_5,In many ways I feel disappointed about my achievements in life.5,Emotional,Human01
PWB_5,In many ways I feel disappointed about my achievements in life.5,Emotional,Human02
PWB_5,In many ways I feel disappointed about my achievements in life.5,Emotional,Human03
PWB_5,In many ways I feel disappointed about my achievements in life.5,Occupational,Human04
PWB_5,In many ways I feel disappointed about my achievements in life.5,Spiritual,Human05
PWB_5,In many ways I feel disappointed about my achievements in life.5,Emotional,Human06
PWB_5,In many ways I feel disappointed about my achievements in life.5,Spiritual,Human07
PWB_5,In many ways I feel disappointed about my achievements in life.5,Occupational,Human08
PWB_5,In many ways I feel disappointed about my achievements in life.5,Occupational,Human09
PWB_5,In many ways I feel disappointed about my achievements in life.5,Occupational,Human10
PWB_5,In many ways I feel disappointed about my achievements in life.5,Occupational,Human11
PWB_5,In many ways I feel disappointed about my achievements in life.5,Emotional,Human12
PWB_5,In many ways I feel disappointed about my achievements in life.5,Intellectual,Human13
PWB_5,In many ways I feel disappointed about my achievements in life.5,Intellectual,Human14
PWB_5,In many ways I feel disappointed about my achievements in life.5,Emotional,Human15
PWB_5,In many ways I feel disappointed about my achievements in life.5,Occupational,Human16
PWB_5,In many ways I feel disappointed about my achievements in life.5,Occupational,Human17
PWB_5,In many ways I feel disappointed about my achievements in life.5,Intellectual,Human18
PWB_5,In many ways I feel disappointed about my achievements in life.5,Occupational,Human19
PWB_5,In many ways I feel disappointed about my achievements in life.5,Occupational,Human20
PWB_5,In many ways I feel disappointed about my achievements in life.5,Emotional,Human21
PWB_5,In many ways I feel disappointed about my achievements in life.5,Occupational,Human22
PWB_5,In many ways I feel disappointed about my achievements in life.5,Occupational,Human23
PWB_5,In many ways I feel disappointed about my achievements in life.5,Emotional,Human24
PWB_5,In many ways I feel disappointed about my achievements in life.5,Emotional,Human25
PWB_5,In many ways I feel disappointed about my achievements in life.5,Occupational,Human26
PWB_5,In many ways I feel disappointed about my achievements in life.5,Occupational,Human27
PWB_5,In many ways I feel disappointed about my achievements in life.5,Emotional,Human28
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human01
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human02
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Emotional,Human03
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human04
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human05
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human06
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human07
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human08
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human09
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human10
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human11
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human12
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human13
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human14
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human15
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human16
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human17
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Occupational,Human18
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human19
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human20
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human21
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human22
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human23
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human24
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Emotional,Human25
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human26
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human27
PWB_6,Maintaining close relationships has been difficult and frustrating for me.,Social,Human28
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human01
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human02
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human03
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human04
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human05
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human06
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human07
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human08
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human09
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human10
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human11
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human12
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human13
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human14
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human15
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human16
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human17
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Emotional,Human18
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human19
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human20
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human21
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human22
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human23
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human24
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human25
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human26
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human27
PWB_6,Maintaining close relationships has been difficult and frustrating for me.2,Social,Human28
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human01
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human02
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human03
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human04
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human05
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human06
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human07
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human08
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human09
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human10
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human11
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human12
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human13
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human14
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human15
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human16
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human17
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Intellectual,Human18
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human19
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human20
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human21
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human22
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human23
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human24
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human25
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human26
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human27
PWB_6,Maintaining close relationships has been difficult and frustrating for me.3,Social,Human28
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human01
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human02
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human03
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human04
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human05
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human06
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human07
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human08
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human09
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human10
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human11
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human12
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human13
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human14
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human15
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human16
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human17
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Physical,Human18
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human19
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human20
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human21
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human22
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human23
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human24
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human25
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human26
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human27
PWB_6,Maintaining close relationships has been difficult and frustrating for me.4,Social,Human28
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human01
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human02
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human03
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human04
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human05
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human06
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human07
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human08
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human09
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human10
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human11
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human12
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human13
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human14
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human15
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human16
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human17
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Spiritual,Human18
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human19
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human20
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human21
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human22
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human23
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human24
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human25
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human26
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human27
PWB_6,Maintaining close relationships has been difficult and frustrating for me.5,Social,Human28
PWB_7,I live life one day at a time and don't really think about the future.,Emotional,Human01
PWB_7,I live life one day at a time and don't really think about the future.,Emotional,Human02
PWB_7,I live life one day at a time and don't really think about the future.,Intellectual,Human03
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human04
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human05
PWB_7,I live life one day at a time and don't really think about the future.,Emotional,Human06
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human07
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human08
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human09
PWB_7,I live life one day at a time and don't really think about the future.,Emotional,Human10
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human11
PWB_7,I live life one day at a time and don't really think about the future.,Emotional,Human12
PWB_7,I live life one day at a time and don't really think about the future.,Emotional,Human13
PWB_7,I live life one day at a time and don't really think about the future.,Intellectual,Human14
PWB_7,I live life one day at a time and don't really think about the future.,Environmental,Human15
PWB_7,I live life one day at a time and don't really think about the future.,Emotional,Human16
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human17
PWB_7,I live life one day at a time and don't really think about the future.,Occupational,Human18
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human19
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human20
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human21
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human22
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human23
PWB_7,I live life one day at a time and don't really think about the future.,Occupational,Human24
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human25
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human26
PWB_7,I live life one day at a time and don't really think about the future.,Spiritual,Human27
PWB_7,I live life one day at a time and don't really think about the future.,Environmental,Human28
PWB_7,I live life one day at a time and don't really think about the future.2,Emotional,Human01
PWB_7,I live life one day at a time and don't really think about the future.2,Emotional,Human02
PWB_7,I live life one day at a time and don't really think about the future.2,Intellectual,Human03
PWB_7,I live life one day at a time and don't really think about the future.2,Spiritual,Human04
PWB_7,I live life one day at a time and don't really think about the future.2,Spiritual,Human05
PWB_7,I live life one day at a time and don't really think about the future.2,Emotional,Human06
PWB_7,I live life one day at a time and don't really think about the future.2,Emotional,Human07
PWB_7,I live life one day at a time and don't really think about the future.2,Spiritual,Human08
PWB_7,I live life one day at a time and don't really think about the future.2,Spiritual,Human09
PWB_7,I live life one day at a time and don't really think about the future.2,Emotional,Human10
PWB_7,I live life one day at a time and don't really think about the future.2,Spiritual,Human11
PWB_7,I live life one day at a time and don't really think about the future.2,Environmental,Human12
PWB_7,I live life one day at a time and don't really think about the future.2,Emotional,Human13
PWB_7,I live life one day at a time and don't really think about the future.2,Intellectual,Human14
PWB_7,I live life one day at a time and don't really think about the future.2,Emotional,Human15
PWB_7,I live life one day at a time and don't really think about the future.2,Occupational,Human16
PWB_7,I live life one day at a time and don't really think about the future.2,Emotional,Human17
PWB_7,I live life one day at a time and don't really think about the future.2,Social,Human18
PWB_7,I live life one day at a time and don't really think about the future.2,Occupational,Human19
PWB_7,I live life one day at a time and don't really think about the future.2,Spiritual,Human20
PWB_7,I live life one day at a time and don't really think about the future.2,Spiritual,Human21
PWB_7,I live life one day at a time and don't really think about the future.2,Spiritual,Human22
PWB_7,I live life one day at a time and don't really think about the future.2,Spiritual,Human23
PWB_7,I live life one day at a time and don't really think about the future.2,Occupational,Human24
PWB_7,I live life one day at a time and don't really think about the future.2,Spiritual,Human25
PWB_7,I live life one day at a time and don't really think about the future.2,Spiritual,Human26
PWB_7,I live life one day at a time and don't really think about the future.2,Spiritual,Human27
PWB_7,I live life one day at a time and don't really think about the future.2,Environmental,Human28
PWB_7,I live life one day at a time and don't really think about the future.3,Emotional,Human01
PWB_7,I live life one day at a time and don't really think about the future.3,Emotional,Human02
PWB_7,I live life one day at a time and don't really think about the future.3,Intellectual,Human03
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human04
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human05
PWB_7,I live life one day at a time and don't really think about the future.3,Emotional,Human06
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human07
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human08
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human09
PWB_7,I live life one day at a time and don't really think about the future.3,Emotional,Human10
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human11
PWB_7,I live life one day at a time and don't really think about the future.3,Environmental,Human12
PWB_7,I live life one day at a time and don't really think about the future.3,Emotional,Human13
PWB_7,I live life one day at a time and don't really think about the future.3,Intellectual,Human14
PWB_7,I live life one day at a time and don't really think about the future.3,Emotional,Human15
PWB_7,I live life one day at a time and don't really think about the future.3,Occupational,Human16
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human17
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human18
PWB_7,I live life one day at a time and don't really think about the future.3,Intellectual,Human19
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human20
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human21
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human22
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human23
PWB_7,I live life one day at a time and don't really think about the future.3,Emotional,Human24
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human25
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human26
PWB_7,I live life one day at a time and don't really think about the future.3,Spiritual,Human27
PWB_7,I live life one day at a time and don't really think about the future.3,Environmental,Human28
PWB_7,I live life one day at a time and don't really think about the future.4,Emotional,Human01
PWB_7,I live life one day at a time and don't really think about the future.4,Emotional,Human02
PWB_7,I live life one day at a time and don't really think about the future.4,Intellectual,Human03
PWB_7,I live life one day at a time and don't really think about the future.4,Spiritual,Human04
PWB_7,I live life one day at a time and don't really think about the future.4,Spiritual,Human05
PWB_7,I live life one day at a time and don't really think about the future.4,Emotional,Human06
PWB_7,I live life one day at a time and don't really think about the future.4,Spiritual,Human07
PWB_7,I live life one day at a time and don't really think about the future.4,Spiritual,Human08
PWB_7,I live life one day at a time and don't really think about the future.4,Spiritual,Human09
PWB_7,I live life one day at a time and don't really think about the future.4,Emotional,Human10
PWB_7,I live life one day at a time and don't really think about the future.4,Spiritual,Human11
PWB_7,I live life one day at a time and don't really think about the future.4,Environmental,Human12
PWB_7,I live life one day at a time and don't really think about the future.4,Emotional,Human13
PWB_7,I live life one day at a time and don't really think about the future.4,Intellectual,Human14
PWB_7,I live life one day at a time and don't really think about the future.4,Emotional,Human15
PWB_7,I live life one day at a time and don't really think about the future.4,Occupational,Human16
PWB_7,I live life one day at a time and don't really think about the future.4,Spiritual,Human17
PWB_7,I live life one day at a time and don't really think about the future.4,Environmental,Human18
PWB_7,I live life one day at a time and don't really think about the future.4,Occupational,Human19
PWB_7,I live life one day at a time and don't really think about the future.4,Spiritual,Human20
PWB_7,I live life one day at a time and don't really think about the future.4,Spiritual,Human21
PWB_7,I live life one day at a time and don't really think about the future.4,Spiritual,Human22
PWB_7,I live life one day at a time and don't really think about the future.4,Spiritual,Human23
PWB_7,I live life one day at a time and don't really think about the future.4,Occupational,Human24
PWB_7,I live life one day at a time and don't really think about the future.4,Spiritual,Human25
PWB_7,I live life one day at a time and don't really think about the future.4,Spiritual,Human26
PWB_7,I live life one day at a time and don't really think about the future.4,Spiritual,Human27
PWB_7,I live life one day at a time and don't really think about the future.4,Environmental,Human28
PWB_7,I live life one day at a time and don't really think about the future.5,Emotional,Human01
PWB_7,I live life one day at a time and don't really think about the future.5,Emotional,Human02
PWB_7,I live life one day at a time and don't really think about the future.5,Intellectual,Human03
PWB_7,I live life one day at a time and don't really think about the future.5,Spiritual,Human04
PWB_7,I live life one day at a time and don't really think about the future.5,Spiritual,Human05
PWB_7,I live life one day at a time and don't really think about the future.5,Emotional,Human06
PWB_7,I live life one day at a time and don't really think about the future.5,Spiritual,Human07
PWB_7,I live life one day at a time and don't really think about the future.5,Spiritual,Human08
PWB_7,I live life one day at a time and don't really think about the future.5,Spiritual,Human09
PWB_7,I live life one day at a time and don't really think about the future.5,Emotional,Human10
PWB_7,I live life one day at a time and don't really think about the future.5,Spiritual,Human11
PWB_7,I live life one day at a time and don't really think about the future.5,Environmental,Human12
PWB_7,I live life one day at a time and don't really think about the future.5,Emotional,Human13
PWB_7,I live life one day at a time and don't really think about the future.5,Intellectual,Human14
PWB_7,I live life one day at a time and don't really think about the future.5,Emotional,Human15
PWB_7,I live life one day at a time and don't really think about the future.5,Occupational,Human16
PWB_7,I live life one day at a time and don't really think about the future.5,Social,Human17
PWB_7,I live life one day at a time and don't really think about the future.5,Physical,Human18
PWB_7,I live life one day at a time and don't really think about the future.5,Emotional,Human19
PWB_7,I live life one day at a time and don't really think about the future.5,Spiritual,Human20
PWB_7,I live life one day at a time and don't really think about the future.5,Spiritual,Human21
PWB_7,I live life one day at a time and don't really think about the future.5,Spiritual,Human22
PWB_7,I live life one day at a time and don't really think about the future.5,Spiritual,Human23
PWB_7,I live life one day at a time and don't really think about the future.5,Occupational,Human24
PWB_7,I live life one day at a time and don't really think about the future.5,Spiritual,Human25
PWB_7,I live life one day at a time and don't really think about the future.5,Spiritual,Human26
PWB_7,I live life one day at a time and don't really think about the future.5,Spiritual,Human27
PWB_7,I live life one day at a time and don't really think about the future.5,Environmental,Human28
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Emotional,Human01
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Emotional,Human02
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Intellectual,Human03
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Emotional,Human04
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Spiritual,Human05
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Environmental,Human06
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Spiritual,Human07
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Occupational,Human08
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Spiritual,Human09
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Emotional,Human10
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Emotional,Human11
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Emotional,Human12
PWB_8,"In general, I feel I am in charge of the situation in which I live.",Emotional,Human13
